Kraj;Sprzedawca;Data zamowienia;idZamowienia;Utarg
Polska;Dudek;2005-02-20;10893;5502.11
Polska;King;2005-02-27;10896;750.50
Polska;Kowalski;2005-02-26;10899;122.40
Polska;Dudek;2005-03-06;10905;342.00
Polska;Sowiski;2005-02-27;10907;108.50
Polska;Sowiski;2005-03-02;10914;537.50
Polska;Kowalski;2005-03-05;10922;742.50
Polska;King;2005-03-13;10923;748.80
Polska;Sowiski;2005-03-12;10929;1174.75
Polska;Sowiski;2005-03-16;10933;920.60
Polska;King;2005-03-13;10937;644.80
Polska;King;2005-03-20;10941;4011.75
Polska;Dudek;2005-03-18;10942;560.00
Polska;Sowiski;2005-03-13;10944;1025.33
Polska;Dudek;2005-04-07;10951;458.74
Polska;Dudek;2005-03-25;10953;4441.25
Polska;Kowalski;2005-03-20;10954;1659.53
Polska;Sowiski;2005-03-20;10956;677.00
Polska;King;2005-03-27;10958;781.00
Polska;Sowiski;2005-03-23;10959;131.75
Polska;Dudek;2005-03-26;10963;57.80
Polska;Sowiski;2005-03-30;10965;848.00
Polska;Dudek;2005-04-24;10970;224.00
Polska;Sowiski;2005-03-27;10973;291.55
Polska;Dudek;2005-04-23;10978;1303.19
Polska;King;2005-04-10;10993;4895.44
Polska;Sowiski;2005-04-10;10999;1197.95
Polska;Dudek;2005-04-13;11016;491.50
Polska;Dudek;2005-04-20;11017;6750.00
Polska;Sowiski;2005-04-24;11025;270.00
Polska;King;2005-04-27;11030;12615.05
Polska;Sowiski;2005-04-24;11031;2393.50
Polska;King;2005-04-23;11033;3232.80
Polska;King;2005-04-27;11037;60.00
Polska;Kowalski;2005-04-29;11043;210.00
Polska;King;2005-05-01;11047;817.87
Polska;King;2005-04-30;11048;525.00
